decode_correlations_1,decode_correlations_2,mean_decode_correlation,decode_rmses_1,decode_rmses_2,mean_decode_rmse,correlations_1,correlations_2,mean_correlation,rmses_1,rmses_2,mean_rmse,delays_1,delays_2,mean_delay,max_correlations_1,max_correlations_2,mean_max_correlation,signal_params_kind,signal_params_freq,signal_params_dims,signal_params_channels,decoder_params_type,decoder_params_noise_std,decoder_params_window_size,stimulator_params_tau,stimulator_params_threshold,latency_jitter
-0.13757126989868712,0.67256397026849,0.2674963501849015,0.8979747317079522,0.5395465150806553,0.7187606233943038,-0.04039738456249666,0.5580865594870439,0.2588445874622736,0.851400885690809,0.5944404508263141,0.7229206682585616,-0.2,0.2,0.0,0.10433408736220627,0.726638602444539,0.41548634490337266,sine,0.2,2,8,simple,0.1,50,0.1,0.0,0.01
